icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature,ASK,RPK,esg_match_percent,route_efficiency_score,weather_penalty_index,fuel_savings_if_alt_route
896536,1663370228.0,0.0,1663381538,0.0,ETD217  ,VOBL,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLY,1663370228.0,1663381538.0,"VOBL 091100Z 05012KT 8000 SCT012 SCT020 32/10 Q1012 NOSIG,VOBL,2025-04-09T11:00:00Z,13.205,77.704,32,10,50,12,,4.97,29.88,,,,,,TRUE,,,,,SCT,1200,SCT,2000,,,,,MVFR,,,,,,,,,,,,METAR,908","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4987.192348686317,22442.365569088422,70917.87519831942,0.05,23564.483847542848,74463.7689582354,22442.365569088422,70917.87519831942,50.0,12.0,0.02,22891.21288047019,72336.23270228581,21122.22641796558,11310.0,0.5354549173083497,Shortened Flight (Possible Direct Routing),1,0.0,22895.7322428388,0.0001973888548604,0.9994871490484888,distance_km,1246798.0871715792,997438.4697372634,95.0,0.651272784845418,2.0,0.0
8964fb,1663410639.0,0.0,1663429159,0.0,ETD99P  ,EDDM,Unknown,OM11,Unknown,B787-9,Unknown,A6-BLV,1663410639.0,1663429159.0,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445",No Weather Info,5833.976432664038,26252.89394698817,82959.14487248262,0.05,27565.53864433758,87107.10211610675,26252.89394698817,82959.14487248262,340.0,8.0,0.0,26252.89394698817,82959.14487248262,24708.60606775357,18520.0,0.749536414527644,Normal,0,0.0,26252.780850829746,4.307968708925457e-06,0.9994871490484888,distance_km,1458494.1081660094,1166795.2865328076,100.0,0.5715799863874164,0.0,0.0
8964fb,1663368088.0,0.0,1663389593,0.0,ETD33V  ,Unknown,Unknown,EDDM,Unknown,B787-9,Unknown,A6-BLV,1663368088.0,1663389593.0,No Weather Info,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445",5676.124331602687,25542.55949221209,80714.48799539021,0.0,25542.55949221209,80714.48799539021,25542.55949221209,80714.48799539021,,0.0,0.0,25542.55949221209,80714.48799539021,24040.055992670204,21505.0,0.8945486652176209,Normal,0,0.0,25542.950633756627,1.5313091668409246e-05,0.9994871490484888,distance_km,1419031.0829006718,1135224.8663205374,100.0,0.5278301995399697,0.0,0.0
896537,1663407246.0,0.0,1663426466,0.0,ETD74   ,LSZH,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1663407246.0,1663426466.0,"LSZH 091120Z 05007KT 020V110 CAVOK 14/M01 Q1021 NOSIG,LSZH,2025-04-09T11:20:00Z,47.48,8.536,14,-1,50,7,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,424","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2009.4808110082151,9042.663649536968,28574.81713253682,0.05,9494.796832013815,30003.557989163663,9042.663649536968,28574.81713253682,50.0,7.0,0.0,9042.663649536968,28574.81713253682,8510.742258387734,19220.0,2.258322413777458,Holding/Reroute,1,2528.5747445473403,9048.69503283904,0.0006665473065655,0.9994871490484888,distance_km,502370.2027520538,401896.16220164305,95.0,0.3069063993703048,0.0,11378.58635046303
896537,1663372418.0,0.0,1663394889,1663394888.0,ETD39B  ,Unknown,OMAA,LSZH,LSZH,Boeing 787-9 Dreamliner,B789,A6-BLZ,1663372418.0,1663394888.0,No Weather Info,"LSZH 091120Z 05007KT 020V110 CAVOK 14/M01 Q1021 NOSIG,LSZH,2025-04-09T11:20:00Z,47.48,8.536,14,-1,50,7,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,424",6030.507293061673,27137.28281877753,85753.813707337,0.0,27137.28281877753,85753.813707337,27137.28281877753,85753.813707337,,0.0,0.0,27137.28281877753,85753.813707337,25540.972064731795,22471.0,0.8798020663837238,Normal,0,0.0,27139.81862330544,9.34348369494538e-05,0.9994871490484888,distance_km,1507626.8232654184,1206101.4586123347,100.0,0.531970901555478,0.0,0.0
8962e5,1663357013.0,0.0,1663404569,0.0,ETD454  ,OMAA,Unknown,YSSY,Unknown,757-200,B752,A6-ETG,1663357013.0,1663404569.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","YSSY 091100Z 03009KT 9999 SCT022 22/15 Q1022,YSSY,2025-04-09T11:00:00Z,-33.946,151.173,22,15,30,9,,6+,30.18,,,,,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,3",3214.3876451541582,14464.744403193712,45708.59231409213,0.05,15187.981623353398,47994.02192979674,14464.744403193712,45708.59231409213,290.0,14.0,0.02,14754.039291257586,46622.764160373976,13613.877085358788,47556.0,3.493200335350808,Holding/Reroute,1,8014.112354845841,14750.126669037629,0.0002652602454033,0.9994871490484888,distance_km,803596.9112885395,642877.5290308316,95.0,0.22255851628345538,2.0,36063.50559680628
89643f,1663400535.0,0.0,1663403077,0.0,ETD322  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663400535.0,1663403077.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4176.429849748971,18793.93432387037,59388.83246343037,0.0,18793.93432387037,59388.83246343037,18793.93432387037,59388.83246343037,,0.0,0.0,18793.93432387037,59388.83246343037,17688.408775407406,2542.0,0.1437099307391742,Shortened Flight (Possible Direct Routing),1,0.0,18795.18806530792,6.670544786222286e-05,0.9994871490484888,distance_km,1044107.4624372427,835285.9699497942,95.0,0.874347571113337,0.0,0.0
89643f,1663391911.0,0.0,1663394528,0.0,ETD321  ,Unknown,Unknown,OEDR,Unknown,A321 231SL,A321,A6-AEI,1663391911.0,1663394528.0,No Weather Info,"OEDR 091100Z 35022KT CAVOK 39/M03 Q1008,OEDR,2025-04-09T11:00:00Z,26.265,50.152,39,-3,350,22,,6+,29.76,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,17",2456.111520192804,11052.501840867615,34925.90581714166,0.0,11052.501840867615,34925.90581714166,11052.50184086762,34925.90581714168,,0.0,0.0,11052.50184086762,34925.905817141684,10402.35467375776,2617.0,0.2515776554516028,Shortened Flight (Possible Direct Routing),1,0.0,11078.32876819843,0.0023313017578019,0.9994871490484888,distance_km,614027.8800482011,491222.3040385609,95.0,0.7989915732709155,0.0,0.0
89643f,1663379163.0,0.0,1663382504,0.0,ETD316  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663379163.0,1663382504.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2802.334715424968,12610.506219412357,39849.19965334305,0.0,12610.506219412357,39849.19965334305,12610.506219412357,39849.19965334305,,0.0,0.0,12610.506219412357,39849.19965334305,11868.711735917512,3341.0,0.2814964314862706,Shortened Flight (Possible Direct Routing),1,0.0,12610.432392588356,5.854424471883933e-06,0.9994871490484888,distance_km,700583.6788562421,560466.9430849937,95.0,0.7803377172421829,0.0,0.0
8964f9,1663429694.0,0.0,1663440212,0.0,ETD223  ,VIDP,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLT,1663429694.0,1663440212.0,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6321.634445456897,28447.35500455604,89893.64181439708,0.05,29869.72275478384,94388.32390511694,28447.35500455604,89893.64181439708,,0.0,0.0,28447.35500455604,89893.6418143971,26773.981180758623,10518.0,0.392844079817269,Shortened Flight (Possible Direct Routing),1,0.0,28445.81509471232,5.413484685165872e-05,0.9994871490484888,distance_km,1580408.6113642242,1264326.8890913795,95.0,0.7179554513604945,0.0,0.0
8964f9,1663411387.0,0.0,1663421685,0.0,ETD224  ,Unknown,Unknown,VIDP,Unknown,787-9 Dreamliner,B789,A6-BLT,1663411387.0,1663421685.0,No Weather Info,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",2764.282484438937,12439.271179975216,39308.09692872169,0.0,12439.271179975216,39308.09692872169,12439.271179975216,39308.09692872169,,0.0,0.0,12439.271179975216,39308.09692872169,11707.549345859028,10298.0,0.8796033820384804,Normal,0,0.0,12437.10541964982,0.0001741370079548,0.9994871490484888,distance_km,691070.6211097343,552856.4968877875,100.0,0.5320271337857847,0.0,0.0
8964f9,1663400853.0,0.0,1663403549,0.0,ETD53P  ,Unknown,Unknown,OMAM,Unknown,787-9 Dreamliner,B789,A6-BLT,1663400853.0,1663403549.0,No Weather Info,No Weather Info,6446.824052515478,29010.70823631965,91673.8380267701,0.0,29010.70823631965,91673.8380267701,29010.70823631965,91673.8380267701,,0.0,0.0,29010.70823631965,91673.8380267701,27304.19598712437,2696.0,0.0987394025911376,Shortened Flight (Possible Direct Routing),1,0.0,29012.238632743454,5.2750028813048974e-05,0.9994871490484888,distance_km,1611706.0131288695,1289364.8105030956,95.0,0.9101339204198172,0.0,0.0
8964f9,1663389895.0,0.0,1663392176,0.0,ETD301  ,Unknown,Unknown,Unknown,Unknown,787-9 Dreamliner,B789,A6-BLT,1663389895.0,1663392176.0,No Weather Info,No Weather Info,3808.614161223124,17138.763725504057,54158.49337259282,0.0,17138.763725504057,54158.49337259282,17138.763725504057,54158.49337259282,,0.0,0.0,17138.763725504057,54158.49337259282,16130.601153415584,2281.0,0.141408245006232,Shortened Flight (Possible Direct Routing),1,0.0,17139.282307474998,3.025692451044236e-05,0.9994871490484888,distance_km,952153.5403057811,761722.8322446248,95.0,0.876110720572673,0.0,0.0
8964f9,1663379842.0,0.0,1663380768,0.0,ETD281  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLT,1663379842.0,1663380768.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5707.209152141821,25682.44118463819,81156.51414345669,0.0,25682.44118463819,81156.51414345669,25682.44118463819,81156.51414345669,,0.0,0.0,25682.44118463819,81156.51414345669,24171.70935024771,926.0,0.038309247665619,Shortened Flight (Possible Direct Routing),1,0.0,25680.90144388401,5.995664745454674e-05,0.9994871490484888,distance_km,1426802.2880354552,1141441.8304283642,95.0,0.9631042025757279,0.0,0.0
896353,1663397861.0,0.0,1663445014,0.0,ETD450  ,OMAA,Unknown,YSSY,Unknown,Boeing 777-3FX(ER),B77W,A6-ETP,1663397861.0,1663445014.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","YSSY 091100Z 03009KT 9999 SCT022 22/15 Q1022,YSSY,2025-04-09T11:00:00Z,-33.946,151.173,22,15,30,9,,6+,30.18,,,,,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,3",5412.8084304363165,24357.637936963423,76970.13588080442,0.05,25575.519833811595,80818.64267484464,24357.637936963423,76970.13588080442,290.0,14.0,0.02,24844.790695702693,78509.53859842052,22924.83570537734,47153.0,2.056852254297273,Holding/Reroute,1,5720.538791785906,24844.477337410397,1.2612794708635667e-05,0.9994871490484888,distance_km,1353202.1076090792,1082561.6860872635,95.0,0.3271339001072807,2.0,25742.424563036577
896353,1663329034.0,0.0,1663375709,0.0,ETD461  ,YMML,Unknown,OMAA,Unknown,Boeing 777-3FX(ER),B77W,A6-ETP,1663329034.0,1663375709.0,"YMML 091100Z 00000KT CAVOK 15/11 Q1020,YMML,2025-04-09T11:00:00Z,-37.666,144.832,15,11,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3354.7374980377144,15096.318741169714,47704.3672220963,0.05,15851.134678228202,50089.58558320112,15096.318741169714,47704.3672220963,0.0,0.0,0.0,15096.318741169714,47704.3672220963,14208.299991689144,46675.0,3.2850516970574657,Holding/Reroute,1,7665.748613073397,15098.94035776005,0.0001736291771619,0.9994871490484888,distance_km,838684.3745094286,670947.499607543,95.0,0.23336941318273888,0.0,34495.868758830286
896397,1663411090.0,1663411028.0,1663425791,1663426008.0,ETD43R  ,LGAV,LGAV,OMAA,OMAA,A320 232SL,A320,A6-EIV,1663411028.0,1663426008.0,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5179.527967477394,23307.87585364827,73652.88769752854,0.05,24473.26964633069,77335.53208240497,23307.87585364827,73652.88769752854,50.0,13.0,0.02,23774.03337072124,75125.94545147911,21936.82433284544,14701.0,0.6701516945635826,Shortened Flight (Possible Direct Routing),1,0.0,23774.52791017516,2.080123129213528e-05,0.9994871490484888,distance_km,1294881.9918693483,1035905.5934954787,95.0,0.5987480078935609,2.0,0.0
896397,1663380796.0,0.0,1663404104,0.0,ETD43P  ,Unknown,Unknown,LGAV,Unknown,A320 232SL,A320,A6-EIV,1663380796.0,1663404104.0,No Weather Info,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83",4164.478452624977,18740.1530368124,59218.88359632718,0.0,18740.1530368124,59218.88359632718,18740.1530368124,59218.88359632718,,0.0,0.0,18740.1530368124,59218.88359632719,17637.791093470492,23308.0,1.3214806704808189,Holding/Reroute,1,1338.7993251528003,18739.628344813384,2.799906109995056e-05,0.9994871490484888,distance_km,1041119.6131562442,832895.6905249953,95.0,0.43075956337507765,0.0,6024.596963187601
896354,1663395715.0,0.0,1663442427,0.0,ETD463  ,YMML,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETQ,1663395715.0,1663442427.0,"YMML 091100Z 00000KT CAVOK 15/11 Q1020,YMML,2025-04-09T11:00:00Z,-37.666,144.832,15,11,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3499.865908987116,15749.39659044202,49768.09322579679,0.05,16536.86641996412,52256.49788708663,15749.396590442022,49768.0932257968,0.0,0.0,0.0,15749.396590442022,49768.0932257968,14822.96149688661,46712.0,3.1513270819607344,Holding/Reroute,1,7529.356313235106,15752.60311457115,0.0002035551905806,0.9994871490484888,distance_km,874966.477246779,699973.1817974233,95.0,0.24088682492531638,0.0,33882.10340955798
896398,1663447548.0,0.0,1663450049,0.0,ETD372  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIW,1663447548.0,1663450049.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6251.746330667197,28132.85848800239,88899.83282208756,0.05,29539.501412402507,93344.82446319192,28132.85848800239,88899.83282208756,320.0,18.0,0.02,28695.51565776244,90677.82947852933,26477.984459296364,2501.0,0.0944558300441899,Shortened Flight (Possible Direct Routing),1,0.0,28695.683158840704,5.837152485151256e-06,0.9994871490484888,distance_km,1562936.5826667992,1250349.2661334395,95.0,0.9136960784974061,2.0,0.0
896398,1663437512.0,0.0,1663439696,0.0,ETD377  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663437512.0,1663439696.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",4968.624406036865,22358.809827165893,70653.83905384422,0.0,22358.809827165893,70653.83905384422,22358.809827165893,70653.83905384422,,0.0,0.0,22358.809827165893,70653.83905384422,21043.585719685547,2184.0,0.1037845939894617,Shortened Flight (Possible Direct Routing),1,0.0,22359.63619869479,3.6958183109619285e-05,0.9994871490484888,distance_km,1242156.1015092162,993724.881207373,95.0,0.9059738697617186,0.0,0.0
896398,1663426939.0,0.0,1663429632,0.0,ETD376  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIW,1663426939.0,1663429632.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3914.8888703913017,17616.99991676086,55669.71973696432,0.05,18497.849912598904,58453.20572381254,17616.99991676086,55669.71973696432,320.0,18.0,0.02,17969.339915096076,56783.1141317036,16580.70580401022,2693.0,0.1624176939047232,Shortened Flight (Possible Direct Routing),1,0.0,17955.51840447777,0.0007697639414776,0.9994871490484888,distance_km,978722.2175978255,782977.7740782604,95.0,0.8602759621120877,2.0,0.0
896398,1663418690.0,0.0,1663420906,0.0,ETD375  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663418690.0,1663420906.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",2161.002259913258,9724.51016960966,30729.45213596653,0.0,9724.51016960966,30729.45213596653,9724.51016960966,30729.45213596653,,0.0,0.0,9724.51016960966,30729.45213596653,9152.480159632623,2216.0,0.2421201642997005,Shortened Flight (Possible Direct Routing),1,0.0,9727.759094903267,0.0003339849663124,0.9994871490484888,distance_km,540250.5649783146,432200.45198265166,95.0,0.805075087532931,0.0,0.0
896596,1663378809.0,0.0,1663379726,0.0,ETD205  ,Unknown,Unknown,OMAA,Unknown,A350-1041,A35K,A6-XWA,1663378809.0,1663379726.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6095.798269722081,27431.092213749365,86682.251395448,0.0,27431.092213749365,86682.251395448,27431.092213749365,86682.251395448,,0.0,0.0,27431.092213749365,86682.251395448,25817.49855411705,917.0,0.0355185456126913,Shortened Flight (Possible Direct Routing),1,0.0,27431.34679343793,9.28061208519164e-06,0.9994871490484888,distance_km,1523949.5674305204,1219159.6539444164,95.0,0.9656997494026766,0.0,0.0
8964c1,1663413438.0,0.0,1663435336,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLQ,1663413438.0,1663435336.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2746.4951823202287,12359.228320441029,39055.16149259365,0.0,12359.228320441029,39055.16149259365,12359.228320441029,39055.16149259365,,0.0,0.0,12359.228320441029,39055.16149259365,11632.214889826852,21898.0,1.8825305590899344,Holding/Reroute,1,2423.865928790882,12356.50198574379,0.0002206396843042,0.9994871490484888,distance_km,686623.7955800572,549299.0364640458,95.0,0.3469173975785074,0.0,10907.39667955897
8964c1,1663356356.0,0.0,1663380848,0.0,ETD418  ,OMAA,Unknown,WMKK,Unknown,Boeing 787 9,B789,A6-BLQ,1663356356.0,1663380848.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",4551.580961730923,20482.11432778916,64723.48127581373,0.05,21506.22004417861,67959.65533960442,20482.11432778916,64723.48127581373,290.0,14.0,0.02,20891.75661434494,66017.95090133001,19277.284073213323,24492.0,1.270510923996434,Normal,0,0.0,20884.700301895336,0.0003378699405594,0.9994871490484888,distance_km,1137895.2404327309,910316.1923461847,100.0,0.440429503963739,2.0,0.0
89627b,1663434892.0,0.0,1663436237,0.0,ETD7JD  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663434892.0,1663436237.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4331.0804434453885,19489.86199550425,61587.96390579343,0.0,19489.86199550425,61587.96390579343,19489.86199550425,61587.96390579343,,0.0,0.0,19489.86199550425,61587.96390579343,18343.39952518047,1345.0,0.0733233770628875,Shortened Flight (Possible Direct Routing),1,0.0,19488.19339147392,8.562127832015657e-05,0.9994871490484888,distance_km,1082770.110861347,866216.0886890776,95.0,0.9316856609761596,0.0,0.0
89627b,1663410960.0,0.0,1663413220,0.0,ETD8LM  ,Unknown,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663410960.0,1663413220.0,No Weather Info,No Weather Info,2846.9940574968005,12811.4732587356,40484.2554976045,0.0,12811.4732587356,40484.2554976045,12811.4732587356,40484.2554976045,,0.0,0.0,12811.4732587356,40484.25549760449,12057.857184692331,2260.0,0.1874296539910185,Shortened Flight (Possible Direct Routing),1,0.0,12810.68678069612,6.139234007847609e-05,0.9994871490484888,distance_km,711748.5143742001,569398.8114993601,95.0,0.8421551513716565,0.0,0.0
89627b,1663368161.0,0.0,1663397159,0.0,ETD658  ,OMAA,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663368161.0,1663397159.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5390.217147118363,24255.977162032632,76648.88783202312,0.05,25468.776020134264,80481.33222362428,24255.977162032632,76648.88783202312,290.0,14.0,0.02,24741.096705273285,78181.86558866358,22829.15497603072,28998.0,1.2702178433869415,Normal,0,0.0,24739.896424091017,4.851601484874629e-05,0.9994871490484888,distance_km,1347554.2867795906,1078043.4294236726,100.0,0.44048636253695306,2.0,0.0
