icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature
896398,1663437512.0,0.0,1663439696,0.0,ETD377  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663437512.0,1663439696.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",4968.624406036865,22358.809827165893,70653.83905384422,0.0,22358.809827165893,70653.83905384422,22358.809827165893,70653.83905384422,,0.0,0.0,22358.809827165893,70653.83905384422,21043.585719685547,2184.0,0.1037845939894617,Shortened Flight (Possible Direct Routing),1,0.0,22359.63619869479,3.6958183109619285e-05,0.9994871490484888,distance_km
896398,1663426939.0,0.0,1663429632,0.0,ETD376  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIW,1663426939.0,1663429632.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3914.8888703913017,17616.99991676086,55669.71973696432,0.05,18497.849912598904,58453.20572381254,17616.99991676086,55669.71973696432,320.0,18.0,0.02,17969.339915096076,56783.1141317036,16580.70580401022,2693.0,0.1624176939047232,Shortened Flight (Possible Direct Routing),1,0.0,17955.51840447777,0.0007697639414776438,0.9994871490484888,distance_km
896398,1663418690.0,0.0,1663420906,0.0,ETD375  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663418690.0,1663420906.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",2161.002259913258,9724.51016960966,30729.45213596653,0.0,9724.51016960966,30729.45213596653,9724.51016960966,30729.45213596653,,0.0,0.0,9724.51016960966,30729.45213596653,9152.480159632623,2216.0,0.2421201642997005,Shortened Flight (Possible Direct Routing),1,0.0,9727.759094903267,0.00033398496631241843,0.9994871490484888,distance_km
896596,1663378809.0,0.0,1663379726,0.0,ETD205  ,Unknown,Unknown,OMAA,Unknown,A350-1041,A35K,A6-XWA,1663378809.0,1663379726.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6095.798269722081,27431.092213749365,86682.251395448,0.0,27431.092213749365,86682.251395448,27431.092213749365,86682.251395448,,0.0,0.0,27431.092213749365,86682.251395448,25817.49855411705,917.0,0.0355185456126913,Shortened Flight (Possible Direct Routing),1,0.0,27431.34679343793,9.280612085191641e-06,0.9994871490484888,distance_km
8964c1,1663413438.0,0.0,1663435336,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLQ,1663413438.0,1663435336.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2746.4951823202287,12359.228320441029,39055.16149259365,0.0,12359.228320441029,39055.16149259365,12359.228320441029,39055.16149259365,,0.0,0.0,12359.228320441029,39055.16149259365,11632.214889826852,21898.0,1.8825305590899344,Holding/Reroute,1,2423.865928790882,12356.50198574379,0.00022063968430426298,0.9994871490484888,distance_km
8964c1,1663356356.0,0.0,1663380848,0.0,ETD418  ,OMAA,Unknown,WMKK,Unknown,Boeing 787 9,B789,A6-BLQ,1663356356.0,1663380848.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",4551.580961730923,20482.11432778916,64723.48127581373,0.05,21506.22004417861,67959.65533960442,20482.11432778916,64723.48127581373,290.0,14.0,0.02,20891.75661434494,66017.95090133001,19277.284073213323,24492.0,1.270510923996434,Normal,0,0.0,20884.700301895336,0.00033786994055947685,0.9994871490484888,distance_km
89627b,1663434892.0,0.0,1663436237,0.0,ETD7JD  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663434892.0,1663436237.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4331.0804434453885,19489.86199550425,61587.96390579343,0.0,19489.86199550425,61587.96390579343,19489.86199550425,61587.96390579343,,0.0,0.0,19489.86199550425,61587.96390579343,18343.39952518047,1345.0,0.0733233770628875,Shortened Flight (Possible Direct Routing),1,0.0,19488.19339147392,8.562127832015657e-05,0.9994871490484888,distance_km
89627b,1663410960.0,0.0,1663413220,0.0,ETD8LM  ,Unknown,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663410960.0,1663413220.0,No Weather Info,No Weather Info,2846.9940574968005,12811.4732587356,40484.2554976045,0.0,12811.4732587356,40484.2554976045,12811.4732587356,40484.2554976045,,0.0,0.0,12811.4732587356,40484.25549760449,12057.857184692331,2260.0,0.1874296539910185,Shortened Flight (Possible Direct Routing),1,0.0,12810.68678069612,6.139234007847609e-05,0.9994871490484888,distance_km
89627b,1663368161.0,0.0,1663397159,0.0,ETD658  ,OMAA,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663368161.0,1663397159.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5390.217147118363,24255.977162032632,76648.88783202312,0.05,25468.776020134264,80481.33222362428,24255.977162032632,76648.88783202312,290.0,14.0,0.02,24741.096705273285,78181.86558866358,22829.154976030717,28998.0,1.2702178433869415,Normal,0,0.0,24739.896424091017,4.8516014848746284e-05,0.9994871490484888,distance_km
896409,1663398886.0,0.0,1663447840,0.0,ETD19G  ,Unknown,Unknown,KIAD,Unknown,787 9,B789,A6-BLD,1663398886.0,1663447840.0,No Weather Info,"KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90",4499.841362642774,20249.28613189248,63987.744176780245,0.0,20249.28613189248,63987.744176780245,20249.28613189248,63987.744176780245,,0.0,0.0,20249.28613189248,63987.744176780245,19058.151653545865,48954.0,2.5686646265558424,Holding/Reroute,1,7058.741970690559,20261.002992486345,0.0005782961780425791,0.9994871490484888,distance_km
896409,1663357668.0,0.0,1663379483,0.0,ETD10   ,EGLL,Unknown,OM11,Unknown,787 9,B789,A6-BLD,1663357668.0,1663379483.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",No Weather Info,6232.814826767257,28047.666720452657,88630.6268366304,0.05,29450.05005647529,93062.15817846192,28047.666720452657,88630.6268366304,70.0,10.0,0.02,28608.62005486171,90403.239373363,26397.803972190737,21815.0,0.8263944994432652,Normal,0,0.0,28600.915036738304,0.0002693976089054225,0.9994871490484888,distance_km
8964bb,1663404558.0,0.0,1663426997,0.0,ETD26W  ,LEMD,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1663404558.0,1663426997.0,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2767.38849043267,12453.248206947015,39352.26433395257,0.05,13075.910617294368,41319.8775506502,12453.248206947015,39352.26433395257,,0.0,0.0,12453.248206947015,39352.26433395257,11720.704194773662,22439.0,1.914475412663831,Holding/Reroute,1,2530.708731789552,12441.592344711044,0.0009368464994697076,0.9994871490484888,distance_km
8964bb,1663371006.0,0.0,1663396216,0.0,ETD68W  ,Unknown,Unknown,LEMD,Unknown,787 9,B789,A6-BLK,1663371006.0,1663396216.0,No Weather Info,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589",6449.782434559975,29024.020955519885,91715.90621944284,0.0,29024.020955519885,91715.90621944284,29024.020955519885,91715.90621944284,,0.0,0.0,29024.020955519885,91715.90621944284,27316.725605195188,25210.0,0.9228778135548382,Normal,0,0.0,29026.285372704206,7.801264113697971e-05,0.9994871490484888,distance_km
8964ff,1663404441.0,0.0,1663425937,0.0,ETD81C  ,EGLL,Unknown,OMAM,Unknown,787-10 Dreamliner,B78X,A6-BMD,1663404441.0,1663425937.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",No Weather Info,2322.803959989931,10452.61781995469,33030.272311056826,0.05,10975.248710952425,34681.785926609664,10452.61781995469,33030.272311056826,70.0,10.0,0.02,10661.670176353784,33690.87775727796,9837.75794819265,21496.0,2.1850507110666566,Holding/Reroute,1,2752.640484454513,10661.80038874671,1.221298356540448e-05,0.9994871490484888,distance_km
8964ff,1663368407.0,0.0,1663393086,1663393083.0,ETD89G  ,Unknown,OMAA,EGLL,EGLL,787-10 Dreamliner,B78X,A6-BMD,1663368407.0,1663393083.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",4845.023815059778,21802.607167769,68896.23865015004,0.0,21802.607167769,68896.23865015004,21802.607167769,68896.23865015004,,0.0,0.0,21802.607167769,68896.23865015004,20520.10086378259,24679.0,1.2026744002783023,Normal,0,0.0,21805.753576785126,0.00014429260630892,0.9994871490484888,distance_km
8964bf,1663379639.0,0.0,1663424398,0.0,ETD140  ,CYYZ,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1663379639.0,1663424398.0,"CYYZ 091100Z 27005KT 15SM FEW250 M05/M09 A3020 RMK CI1 CI TR SLP237,CYYZ,2025-04-09T11:00:00Z,43.679,-79.629,-5,-9,270,5,,15,30.20,1023.7,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,171","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2912.196493863133,13104.884222384098,41411.43414273375,0.05,13760.128433503303,43482.00584987044,13104.884222384098,41411.43414273375,270.0,5.0,0.0,13104.884222384098,41411.43414273375,12334.008679890918,44759.0,3.62890939690792,Holding/Reroute,1,7655.900728359089,13104.8623849743,1.6663593372467852e-06,0.9994871490484888,distance_km
896398,1663530633.0,0.0,1663531608,0.0,ETD637  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIW,1663530633.0,1663531608.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6015.178884744405,27068.304981349826,85535.84374106544,0.05,28421.720230417315,89812.63592811872,27068.304981349826,85535.84374106544,290.0,14.0,0.02,27609.671080976823,87246.56061588676,25476.05174715277,975.0,0.0382712364410614,Shortened Flight (Possible Direct Routing),1,0.0,27579.380734395203,0.0010982968353543802,0.9994871490484888,distance_km
89643d,1663530388.0,0.0,1663532428,0.0,ETD9MN  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEG,1663530388.0,1663532428.0,No Weather Info,No Weather Info,3059.1080001517003,13765.986000682651,43500.51576215718,0.0,13765.986000682651,43500.51576215718,13765.986000682651,43500.51576215718,,0.0,0.0,13765.986000682651,43500.51576215718,12956.222118289554,2040.0,0.1574533055527235,Shortened Flight (Possible Direct Routing),1,0.0,13766.020863485632,2.53252579858012e-06,0.9994871490484888,distance_km
89659c,1663526266.0,0.0,1663526869,0.0,ETD206  ,Unknown,Unknown,Unknown,Unknown,Airbus A350-1041,A35K,A6-XWF,1663526266.0,1663526869.0,No Weather Info,No Weather Info,6899.639931670436,31048.37969251696,98112.8798283536,0.0,31048.37969251696,98112.8798283536,31048.379692516963,98112.8798283536,,0.0,0.0,31048.379692516963,98112.8798283536,29222.004416486558,603.0,0.020635134791089,Shortened Flight (Possible Direct Routing),1,0.0,31050.155175972493,5.7181145970719514e-05,0.9994871490484888,distance_km
896397,1663534403.0,0.0,1663535285,0.0,ETD622  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIV,1663534403.0,1663535285.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6896.959414539476,31036.31736542764,98074.76287475137,0.05,32588.133233699024,102978.50101848893,31036.31736542764,98074.76287475137,290.0,14.0,0.02,31657.043712736195,100036.25813224638,29210.651638049545,882.0,0.0301944650509307,Shortened Flight (Possible Direct Routing),1,0.0,31654.5780043925,7.789420991023737e-05,0.9994871490484888,distance_km
8963cf,1663524463.0,0.0,1663537326,0.0,ETD264  ,Unknown,Unknown,Unknown,Unknown,787 9,B789,A6-BLB,1663524463.0,1663537326.0,No Weather Info,No Weather Info,5877.466050108333,26448.597225487498,83577.5672325405,0.0,26448.597225487498,83577.5672325405,26448.597225487498,83577.5672325405,,0.0,0.0,26448.597225487498,83577.5672325405,24892.797388694114,12863.0,0.5167358171581855,Shortened Flight (Possible Direct Routing),1,0.0,26454.352501175163,0.0002175549633055344,0.9994871490484888,distance_km
896538,1663536496.0,0.0,1663537153,0.0,ETD278  ,OMAA,Unknown,Unknown,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1663536496.0,1663537153.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6346.711138680785,28560.20012406353,90250.23239204077,0.05,29988.210130266707,94762.7440116428,28560.20012406353,90250.23239204077,290.0,14.0,0.02,29131.4041265448,92055.23703988155,26880.188352059795,657.0,0.0244417930185245,Shortened Flight (Possible Direct Routing),1,0.0,29132.818610681952,4.8552944912579536e-05,0.9994871490484888,distance_km
896440,1663528515.0,0.0,1663536776,0.0,ETD72K  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEJ,1663528515.0,1663536776.0,No Weather Info,No Weather Info,3802.8100035076,17112.6450157842,54075.95824987808,0.0,17112.6450157842,54075.95824987808,17112.6450157842,54075.95824987808,,0.0,0.0,17112.6450157842,54075.95824987808,16106.01883838513,8261.0,0.512913841893177,Shortened Flight (Possible Direct Routing),1,0.0,17097.265268548887,0.0008995442834712342,0.9994871490484888,distance_km
89627b,1663532678.0,0.0,1663534281,0.0,ETD288  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663532678.0,1663534281.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3861.469668978713,17376.61351040421,54910.09869287731,0.05,18245.44418592442,57655.60362752117,17376.613510404208,54910.0986928773,290.0,14.0,0.02,17724.145780612293,56008.300666734845,16354.459774498078,1603.0,0.0980160777000777,Shortened Flight (Possible Direct Routing),1,0.0,17717.324158433534,0.00038502553307474016,0.9994871490484888,distance_km
896442,1663500140.0,0.0,1663516154,0.0,ETD9911 ,OMAA,Unknown,Unknown,Unknown,777 FFX,B77L,A6-DDE,1663500140.0,1663516154.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4854.380164194137,21844.71073887362,69029.28593484063,0.05,22936.9462758173,72480.75023158267,21844.71073887362,69029.28593484063,290.0,14.0,0.02,22281.60495365109,70409.87165353746,20559.727754233994,16014.0,0.778901364426002,Normal,0,0.0,22275.881395691762,0.0002569396854678827,0.9994871490484888,distance_km
896489,1663523122.0,0.0,1663523747,0.0,ETD280  ,Unknown,Unknown,Unknown,Unknown,787 9,B789,A6-BLI,1663523122.0,1663523747.0,No Weather Info,No Weather Info,5741.883098605436,25838.473943724464,81649.57766216931,0.0,25838.473943724464,81649.57766216931,25838.473943724464,81649.57766216931,,0.0,0.0,25838.473943724464,81649.57766216931,24318.563711740677,625.0,0.0257005309774219,Shortened Flight (Possible Direct Routing),1,0.0,25838.086813565624,1.4982926624324932e-05,0.9994871490484888,distance_km
89642b,1663540955.0,0.0,1663544382,0.0,ETD315  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEF,1663540955.0,1663544382.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6016.700247383912,27075.151113227603,85557.47751779923,0.05,28428.908668888984,89835.3513936892,27075.151113227603,85557.47751779923,290.0,14.0,0.02,27616.65413549216,87268.62706815521,25482.495165390686,3427.0,0.1344844756275835,Shortened Flight (Possible Direct Routing),1,0.0,27613.36268747385,0.00011919765280173504,0.9994871490484888,distance_km
89640a,1663495937.0,0.0,1663520669,0.0,ETD9    ,Unknown,Unknown,EGLL,Unknown,Boeing 787 9,B789,A6-BLE,1663495937.0,1663520669.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",4439.327847292378,19976.9753128157,63127.24198849761,0.0,19976.9753128157,63127.24198849761,19976.9753128157,63127.24198849761,,0.0,0.0,19976.9753128157,63127.24198849761,18801.859117944183,24732.0,1.3154018357895356,Holding/Reroute,1,1400.172152707623,19979.558540782305,0.00012929354576747087,0.9994871490484888,distance_km
89640a,1663444850.0,0.0,1663466894,0.0,ETD10   ,EGLL,Unknown,OMAD,Unknown,Boeing 787 9,B789,A6-BLE,1663444850.0,1663466894.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",3678.053514206289,16551.2408139283,52301.92097201343,0.05,17378.802854624715,54917.017020614105,16551.2408139283,52301.92097201343,70.0,10.0,0.02,16882.265630206864,53347.959391453696,15577.638413108987,22044.0,1.4151053847449302,Holding/Reroute,1,1526.7798191270442,16853.607685561212,0.0017004041615495998,0.9994871490484888,distance_km
8964c0,1663506586.0,0.0,1663515560,0.0,ETD599  ,LLBG,Unknown,OMAA,Unknown,B787-9,B789,A6-BLP,1663506586.0,1663515560.0,"LLBG 091120Z 32014KT 9999 FEW030 22/13 Q1013 NOSIG,LLBG,2025-04-09T11:20:00Z,32.011,34.887,22,13,320,14,,6+,29.91,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,35","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2942.107295675485,13239.482830539684,41836.76574450541,0.05,13901.45697206667,43928.60403173068,13239.482830539684,41836.76574450541,320.0,14.0,0.02,13504.272487150478,42673.50105939551,12460.689722860878,8974.0,0.7201848532939507,Normal,0,0.0,13503.889488327724,2.836211175191838e-05,0.9994871490484888,distance_km
8964c0,1663481780.0,0.0,1663491851,0.0,ETD598  ,Unknown,Unknown,LLBG,Unknown,B787-9,B789,A6-BLP,1663481780.0,1663491851.0,No Weather Info,"LLBG 091120Z 32014KT 9999 FEW030 22/13 Q1013 NOSIG,LLBG,2025-04-09T11:20:00Z,32.011,34.887,22,13,320,14,,6+,29.91,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,35",5793.193263647112,26069.369686412003,82379.20820906194,0.0,26069.369686412003,82379.20820906194,26069.369686412003,82379.20820906194,,0.0,0.0,26069.369686412003,82379.20820906194,24535.87735191718,10071.0,0.4104601541470076,Shortened Flight (Possible Direct Routing),1,0.0,26072.340717511546,0.00011395337042169847,0.9994871490484888,distance_km
896327,1663443554.0,0.0,1663488255,0.0,ETD460  ,Unknown,Unknown,YMML,Unknown,777 3FXER,B77W,A6-ETJ,1663443554.0,1663488255.0,No Weather Info,"YMML 091100Z 00000KT CAVOK 15/11 Q1020,YMML,2025-04-09T11:00:00Z,-37.666,144.832,15,11,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115",2241.83270953094,10088.24719288923,31878.861129529967,0.0,10088.24719288923,31878.861129529967,10088.24719288923,31878.861129529967,,0.0,0.0,10088.24719288923,31878.861129529967,9494.820887425158,44701.0,4.707935044799164,Holding/Reroute,1,8312.570068246838,10088.414329573943,1.656719076487142e-05,0.9994871490484888,distance_km
896441,1663535976.0,0.0,1663539859,0.0,ETD9718 ,OERK,Unknown,OMAD,Unknown,777 FFX,B77L,A6-DDD,1663535976.0,1663539859.0,"OERK 091100Z 24004KT CAVOK 38/02 Q1015 NOSIG,OERK,2025-04-09T11:00:00Z,24.945,46.702,38,2,240,4,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,618","OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",6408.111742227422,28836.5028400234,91123.34897447396,0.05,30278.327982024573,95679.51642319764,28836.5028400234,91123.34897447396,240.0,4.0,0.0,28836.5028400234,91123.34897447396,27140.237967080848,3883.0,0.1430717005764576,Shortened Flight (Possible Direct Routing),1,0.0,28838.670893880826,7.517870242368137e-05,0.9994871490484888,distance_km
896441,1663522833.0,0.0,1663526814,0.0,ETD9717 ,Unknown,Unknown,Unknown,Unknown,777 FFX,B77L,A6-DDD,1663522833.0,1663526814.0,No Weather Info,No Weather Info,3331.30661467064,14990.87976601788,47371.1800606165,0.0,14990.87976601788,47371.1800606165,14990.87976601788,47371.180060616505,,0.0,0.0,14990.87976601788,47371.180060616505,14109.0633091933,3981.0,0.2821590571080666,Shortened Flight (Possible Direct Routing),1,0.0,14991.73937703559,5.733897822598861e-05,0.9994871490484888,distance_km
896441,1663486104.0,0.0,1663509426,0.0,ETD926  ,Unknown,Unknown,OMAA,Unknown,777 FFX,B77L,A6-DDD,1663486104.0,1663509426.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2532.2577279755446,11395.159775889952,36008.704891812245,0.0,11395.159775889952,36008.704891812245,11395.159775889952,36008.704891812245,,0.0,0.0,11395.159775889952,36008.704891812245,10724.85625966113,23322.0,2.174574598982728,Holding/Reroute,1,2974.325605357789,11397.88043265821,0.0002386984829620876,0.9994871490484888,distance_km
